timestamp_utc,favorite_count
2026-08-25T23:55:44+00:00,13378
2026-08-26T00:00:00+00:00,13454
2026-08-26T01:00:00+00:00,14215
2026-08-26T02:00:00+00:00,14924
2026-08-26T03:00:00+00:00,15570
2026-08-26T04:00:00+00:00,16224
2026-08-26T05:00:00+00:00,16848
2026-08-26T06:00:00+00:00,17438
2026-08-26T07:00:00+00:00,18127
2026-08-26T08:00:00+00:00,18855
2026-08-26T09:00:00+00:00,19513
2026-08-26T10:00:00+00:00,20102
2026-08-26T11:00:00+00:00,20735
2026-08-26T12:00:00+00:00,21631
2026-08-26T13:00:00+00:00,22668
2026-08-26T14:00:00+00:00,23735
2026-08-26T15:00:00+00:00,24993
2026-08-26T16:00:00+00:00,25897
2026-08-26T17:00:00+00:00,26386
2026-08-26T18:00:00+00:00,26649
2026-08-26T19:00:00+00:00,26817
2026-08-26T20:00:00+00:00,27014
2026-08-26T21:00:00+00:00,27137
2026-08-26T22:00:00+00:00,27337
2026-08-26T23:00:00+00:00,27731
2026-08-27T00:00:00+00:00,28125
2026-08-27T01:00:00+00:00,28387
2026-08-27T02:00:00+00:00,28602
2026-08-27T03:00:00+00:00,28814
2026-08-27T04:00:00+00:00,29057
2026-08-27T05:00:00+00:00,29215
2026-08-27T06:00:00+00:00,29401
2026-08-27T07:00:00+00:00,29675
2026-08-27T08:00:00+00:00,30038
2026-08-27T09:00:00+00:00,30414
2026-08-27T10:00:00+00:00,30781
2026-08-27T11:00:00+00:00,31139
2026-08-27T12:00:00+00:00,31577
2026-08-27T13:00:00+00:00,31968
2026-08-27T14:00:00+00:00,32417
2026-08-27T15:00:00+00:00,32998
2026-08-27T16:00:00+00:00,33396
2026-08-27T17:00:00+00:00,33693
2026-08-27T18:00:00+00:00,33863
2026-08-27T19:00:00+00:00,33956
2026-08-27T20:00:00+00:00,34023
2026-08-27T21:00:00+00:00,34089
2026-08-27T22:00:00+00:00,34221
2026-08-27T23:00:00+00:00,34456
2026-08-28T00:00:00+00:00,34644
2026-08-28T01:00:00+00:00,34789
2026-08-28T02:00:00+00:00,34927
2026-08-28T03:00:00+00:00,35039
2026-08-28T04:00:00+00:00,35166
