timestamp_utc,favorite_count
2026-08-21T10:21:02+00:00,426884
2026-08-21T11:00:00+00:00,426885
2026-08-21T12:00:00+00:00,426885
2026-08-21T13:00:00+00:00,426884
2026-08-21T14:00:00+00:00,426890
2026-08-21T15:00:00+00:00,426899
2026-08-21T16:00:00+00:00,426895
2026-08-21T17:00:00+00:00,426895
2026-08-21T18:00:00+00:00,426895
2026-08-21T19:00:00+00:00,426894
2026-08-21T20:00:00+00:00,426891
2026-08-21T21:00:00+00:00,426889
2026-08-21T22:00:00+00:00,426890
2026-08-21T23:00:00+00:00,426890
2026-08-22T00:00:00+00:00,426893
2026-08-22T01:00:00+00:00,426894
2026-08-22T02:00:00+00:00,426896
2026-08-22T03:00:00+00:00,426899
2026-08-22T04:00:00+00:00,426901
2026-08-22T05:00:00+00:00,426905
2026-08-22T06:00:00+00:00,426903
2026-08-22T07:00:00+00:00,426904
2026-08-22T08:00:00+00:00,426901
2026-08-22T09:00:00+00:00,426898
2026-08-22T10:00:00+00:00,426901
2026-08-22T11:00:00+00:00,426906
2026-08-22T12:00:00+00:00,426903
2026-08-22T13:00:00+00:00,426903
2026-08-22T14:00:00+00:00,426906
2026-08-22T15:00:00+00:00,426906
2026-08-22T16:00:00+00:00,426910
2026-08-22T17:00:00+00:00,426909
2026-08-22T18:00:00+00:00,426909
2026-08-22T19:00:00+00:00,426912
2026-08-22T20:00:00+00:00,426907
2026-08-22T21:00:00+00:00,426907
2026-08-22T22:00:00+00:00,426909
2026-08-22T23:00:00+00:00,426909
2026-08-23T00:00:00+00:00,426905
2026-08-23T01:00:00+00:00,426901
2026-08-23T02:00:00+00:00,426903
2026-08-23T03:00:00+00:00,426905
2026-08-23T04:00:00+00:00,426908
2026-08-23T05:00:00+00:00,426904
2026-08-23T06:00:00+00:00,426904
2026-08-23T07:00:00+00:00,426907
2026-08-23T08:00:00+00:00,426907
2026-08-23T09:00:00+00:00,426909
2026-08-23T10:00:00+00:00,426910
2026-08-23T11:00:00+00:00,426909
2026-08-23T12:00:00+00:00,426908
2026-08-23T13:00:00+00:00,426910
2026-08-23T14:00:00+00:00,426912
2026-08-23T15:00:00+00:00,426913
2026-08-23T16:00:00+00:00,426915
2026-08-23T17:00:00+00:00,426917
2026-08-23T18:00:00+00:00,426920
2026-08-23T19:00:00+00:00,426920
2026-08-23T20:00:00+00:00,426916
2026-08-23T21:00:00+00:00,426916
2026-08-23T22:00:00+00:00,426916
2026-08-23T23:00:00+00:00,426917
2026-08-24T00:00:00+00:00,426916
2026-08-24T01:00:00+00:00,426917
2026-08-24T02:00:00+00:00,426917
2026-08-24T03:00:00+00:00,426915
2026-08-24T04:00:00+00:00,426915
2026-08-24T05:00:00+00:00,426917
2026-08-24T06:00:00+00:00,426918
2026-08-24T07:00:00+00:00,426915
2026-08-24T08:00:00+00:00,426914
2026-08-24T09:00:00+00:00,426917
2026-08-24T10:00:00+00:00,426917
2026-08-24T11:00:00+00:00,426917
2026-08-24T12:00:00+00:00,426917
2026-08-24T13:00:00+00:00,426916
2026-08-24T14:00:00+00:00,426919
2026-08-24T15:00:00+00:00,426920
2026-08-24T16:00:00+00:00,426920
2026-08-24T17:00:00+00:00,426919
2026-08-24T18:00:00+00:00,426922
2026-08-24T19:00:00+00:00,426921
2026-08-24T20:00:00+00:00,426915
2026-08-24T21:00:00+00:00,426914
2026-08-24T22:00:00+00:00,426915
2026-08-24T23:00:00+00:00,426914
2026-08-25T00:00:00+00:00,426916
2026-08-25T01:00:00+00:00,426918
2026-08-25T02:00:00+00:00,426919
2026-08-25T03:00:00+00:00,426918
2026-08-25T04:00:00+00:00,426918
2026-08-25T05:00:00+00:00,426915
2026-08-25T06:00:00+00:00,426913
2026-08-25T07:00:00+00:00,426914
2026-08-25T08:00:00+00:00,426910
2026-08-25T09:00:00+00:00,426908
2026-08-25T10:00:00+00:00,426907
2026-08-25T11:00:00+00:00,426903
2026-08-25T12:00:00+00:00,426900
2026-08-25T13:00:00+00:00,426903
2026-08-25T14:00:00+00:00,426903
2026-08-25T15:00:00+00:00,426925
2026-08-25T16:00:00+00:00,426931
2026-08-25T17:00:00+00:00,426936
2026-08-25T18:00:00+00:00,426936
2026-08-25T19:00:00+00:00,426939
2026-08-25T20:00:00+00:00,426938
2026-08-25T21:00:00+00:00,426941
2026-08-25T22:00:00+00:00,426943
2026-08-25T23:00:00+00:00,426949
2026-08-26T00:00:00+00:00,426958
2026-08-26T01:00:00+00:00,426959
2026-08-26T02:00:00+00:00,426963
2026-08-26T03:00:00+00:00,426967
2026-08-26T04:00:00+00:00,426970
2026-08-26T05:00:00+00:00,426975
2026-08-26T06:00:00+00:00,426979
2026-08-26T07:00:00+00:00,426979
2026-08-26T08:00:00+00:00,426986
2026-08-26T09:00:00+00:00,426986
2026-08-26T10:00:00+00:00,426994
2026-08-26T11:00:00+00:00,426997
2026-08-26T12:00:00+00:00,426997
2026-08-26T13:00:00+00:00,426997
2026-08-26T14:00:00+00:00,426999
2026-08-26T15:00:00+00:00,427007
2026-08-26T16:00:00+00:00,427013
2026-08-26T17:00:00+00:00,427012
2026-08-26T18:00:00+00:00,427014
2026-08-26T19:00:00+00:00,427018
2026-08-26T20:00:00+00:00,427019
2026-08-26T21:00:00+00:00,427017
2026-08-26T22:00:00+00:00,427016
2026-08-26T23:00:00+00:00,427015
2026-08-27T00:00:00+00:00,427017
2026-08-27T01:00:00+00:00,427017
2026-08-27T02:00:00+00:00,427015
2026-08-27T03:00:00+00:00,427017
2026-08-27T04:00:00+00:00,427015
2026-08-27T05:00:00+00:00,427018
2026-08-27T06:00:00+00:00,427019
2026-08-27T07:00:00+00:00,427018
2026-08-27T08:00:00+00:00,427021
2026-08-27T09:00:00+00:00,427021
2026-08-27T10:00:00+00:00,427019
2026-08-27T11:00:00+00:00,427018
2026-08-27T12:00:00+00:00,427017
2026-08-27T13:00:00+00:00,427017
2026-08-27T14:00:00+00:00,427012
2026-08-27T15:00:00+00:00,427014
2026-08-27T16:00:00+00:00,427012
2026-08-27T17:00:00+00:00,427010
2026-08-27T18:00:00+00:00,427010
2026-08-27T19:00:00+00:00,427011
2026-08-27T20:00:00+00:00,427010
2026-08-27T21:00:00+00:00,427011
2026-08-27T22:00:00+00:00,427013
2026-08-27T23:00:00+00:00,427014
2026-08-28T00:00:00+00:00,427013
2026-08-28T01:00:00+00:00,427009
2026-08-28T02:00:00+00:00,427009
2026-08-28T03:00:00+00:00,427010
2026-08-28T04:00:00+00:00,427011
2026-08-28T05:00:00+00:00,427012
2026-08-28T06:00:00+00:00,427013
2026-08-28T07:00:00+00:00,427010
2026-08-28T08:00:00+00:00,427010
2026-08-28T09:00:00+00:00,427008
2026-08-28T10:00:00+00:00,427004
2026-08-28T11:00:00+00:00,427005
2026-08-28T12:00:00+00:00,427003
2026-08-28T13:00:00+00:00,427003
2026-08-28T14:00:00+00:00,427000
2026-08-28T15:00:00+00:00,426995
2026-08-28T16:00:00+00:00,426996
2026-08-28T17:00:00+00:00,426995
2026-08-28T18:00:00+00:00,426997
2026-08-28T19:00:00+00:00,426995
2026-08-28T20:00:00+00:00,426991
2026-08-28T21:00:00+00:00,426990
2026-08-28T22:00:00+00:00,426989
2026-08-28T23:00:00+00:00,426988
2026-08-29T00:00:00+00:00,426987
2026-08-29T01:00:00+00:00,426989
2026-08-29T02:00:00+00:00,426988
2026-08-29T03:00:00+00:00,426987
2026-08-29T04:00:00+00:00,426985
2026-08-29T05:00:00+00:00,426986
2026-08-29T06:00:00+00:00,426985
2026-08-29T07:00:00+00:00,426982
2026-08-29T08:00:00+00:00,426987
2026-08-29T09:00:00+00:00,426987
2026-08-29T10:00:00+00:00,426985
2026-08-29T11:00:00+00:00,426984
2026-08-29T12:00:00+00:00,426984
2026-08-29T13:00:00+00:00,426982
2026-08-29T14:00:00+00:00,426980
2026-08-29T15:00:00+00:00,426979
2026-08-29T16:00:00+00:00,426981
2026-08-29T17:00:00+00:00,426979
2026-08-29T18:00:00+00:00,426979
2026-08-29T19:00:00+00:00,426979
2026-08-29T20:00:00+00:00,426974
2026-08-29T21:00:00+00:00,426975
2026-08-29T22:00:00+00:00,426974
2026-08-29T23:00:00+00:00,426972
