timestamp_utc,favorite_count
2026-08-21T10:21:02+00:00,98198
2026-08-21T11:00:00+00:00,98207
2026-08-21T12:00:00+00:00,98225
2026-08-21T13:00:00+00:00,98243
2026-08-21T14:00:00+00:00,98257
2026-08-21T15:00:00+00:00,98271
2026-08-21T16:00:00+00:00,98282
2026-08-21T17:00:00+00:00,98296
2026-08-21T18:00:00+00:00,98305
2026-08-21T19:00:00+00:00,98317
2026-08-21T20:00:00+00:00,98328
2026-08-21T21:00:00+00:00,98340
2026-08-21T22:00:00+00:00,98342
2026-08-21T23:00:00+00:00,98356
2026-08-22T00:00:00+00:00,98367
2026-08-22T01:00:00+00:00,98385
2026-08-22T02:00:00+00:00,98404
2026-08-22T03:00:00+00:00,98420
2026-08-22T04:00:00+00:00,98438
2026-08-22T05:00:00+00:00,98456
2026-08-22T06:00:00+00:00,98466
2026-08-22T07:00:00+00:00,98484
2026-08-22T08:00:00+00:00,98501
2026-08-22T09:00:00+00:00,98516
2026-08-22T10:00:00+00:00,98528
2026-08-22T11:00:00+00:00,98540
2026-08-22T12:00:00+00:00,98559
2026-08-22T13:00:00+00:00,98583
2026-08-22T14:00:00+00:00,98607
2026-08-22T15:00:00+00:00,98637
2026-08-22T16:00:00+00:00,98665
2026-08-22T17:00:00+00:00,98682
2026-08-22T18:00:00+00:00,98698
2026-08-22T19:00:00+00:00,98710
2026-08-22T20:00:00+00:00,98717
2026-08-22T21:00:00+00:00,98725
2026-08-22T22:00:00+00:00,98736
2026-08-22T23:00:00+00:00,98750
2026-08-23T00:00:00+00:00,98762
2026-08-23T01:00:00+00:00,98777
2026-08-23T02:00:00+00:00,98793
2026-08-23T03:00:00+00:00,98811
2026-08-23T04:00:00+00:00,98831
2026-08-23T05:00:00+00:00,98850
2026-08-23T06:00:00+00:00,98866
2026-08-23T07:00:00+00:00,98892
2026-08-23T08:00:00+00:00,98915
2026-08-23T09:00:00+00:00,98931
2026-08-23T10:00:00+00:00,98946
2026-08-23T11:00:00+00:00,98965
2026-08-23T12:00:00+00:00,98985
2026-08-23T13:00:00+00:00,99008
2026-08-23T14:00:00+00:00,99040
2026-08-23T15:00:00+00:00,99071
2026-08-23T16:00:00+00:00,99102
2026-08-23T17:00:00+00:00,99124
2026-08-23T18:00:00+00:00,99144
2026-08-23T19:00:00+00:00,99158
2026-08-23T20:00:00+00:00,99163
2026-08-23T21:00:00+00:00,99172
2026-08-23T22:00:00+00:00,99182
2026-08-23T23:00:00+00:00,99182
2026-08-24T00:00:00+00:00,99193
2026-08-24T01:00:00+00:00,99207
2026-08-24T02:00:00+00:00,99226
2026-08-24T03:00:00+00:00,99246
2026-08-24T04:00:00+00:00,99266
2026-08-24T05:00:00+00:00,99282
2026-08-24T06:00:00+00:00,99302
2026-08-24T07:00:00+00:00,99325
2026-08-24T08:00:00+00:00,99343
2026-08-24T09:00:00+00:00,99361
2026-08-24T10:00:00+00:00,99380
2026-08-24T11:00:00+00:00,99404
2026-08-24T12:00:00+00:00,99431
2026-08-24T13:00:00+00:00,99452
2026-08-24T14:00:00+00:00,99478
2026-08-24T15:00:00+00:00,99507
2026-08-24T16:00:00+00:00,99534
2026-08-24T17:00:00+00:00,99551
2026-08-24T18:00:00+00:00,99567
2026-08-24T19:00:00+00:00,99581
